Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2019T4;22,68
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2019T3;27,41
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2019T2;33,61
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2019T1;31,93
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2018T4;29,23
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2018T3;31,23
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2018T2;28,85
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2018T1;34,51
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2017T4;37,70
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2017T3;35,57
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2017T2;38,31
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2017T1;44,50
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2016T4;44,11
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2016T3;39,39
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2016T2;42,43
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2016T1;42,58
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2015T4;43,50
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2015T3;40,35
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2015T2;47,45
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2015T1;46,95
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2014T4;45,95
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2014T3;51,75
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2014T2;54,05
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2014T1;59,73
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2013T4;55,12
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2013T3;51,31
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2013T2;53,12
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2013T1;52,73
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2012T4;47,61
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2012T3;47,71
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2012T2;51,36
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2012T1;52,85
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2011T4;49,72
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2011T3;47,49
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2011T2;46,08
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2011T1;48,14
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2010T4;40,67
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2010T3;34,61
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2010T2;35,20
10 Comunitat Valenciana;De 20 a 24 años;Ambos sexos;2010T1;34,93
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2020T3;15,94
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2020T2;15,60
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2020T1;13,31
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2019T4;12,95
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2019T3;12,38
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2019T2;12,81
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2019T1;12,89
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2018T4;12,73
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2018T3;13,67
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2018T2;14,10
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2018T1;15,79
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2017T4;14,88
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2017T3;15,81
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2017T2;16,64
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2017T1;17,99
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2016T4;17,00
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2016T3;18,43
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2016T2;19,57
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2016T1;20,39
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2015T4;19,54
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2015T3;20,26
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2015T2;20,91
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2015T1;22,86
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2014T4;21,90
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2014T3;23,55
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2014T2;24,31
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2014T1;26,04
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2013T4;25,32
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2013T3;26,20
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2013T2;27,10
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2013T1;27,41
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2012T4;26,40
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2012T3;26,44
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2012T2;24,98
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2012T1;25,46
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2011T4;23,38
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2011T3;22,58
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2011T2;21,48
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2011T1;22,15
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2010T4;20,76
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2010T3;21,42
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2010T2;22,12
10 Comunitat Valenciana;De 25 a 54 años;Ambos sexos;2010T1;21,13
10 Comunitat Valenciana;55 y más años;Ambos sexos;2020T3;14,55
10 Comunitat Valenciana;55 y más años;Ambos sexos;2020T2;13,24
10 Comunitat Valenciana;55 y más años;Ambos sexos;2020T1;12,87
10 Comunitat Valenciana;55 y más años;Ambos sexos;2019T4;14,66
10 Comunitat Valenciana;55 y más años;Ambos sexos;2019T3;13,80
10 Comunitat Valenciana;55 y más años;Ambos sexos;2019T2;12,01
10 Comunitat Valenciana;55 y más años;Ambos sexos;2019T1;13,00
10 Comunitat Valenciana;55 y más años;Ambos sexos;2018T4;14,41
10 Comunitat Valenciana;55 y más años;Ambos sexos;2018T3;14,21
10 Comunitat Valenciana;55 y más años;Ambos sexos;2018T2;15,91
10 Comunitat Valenciana;55 y más años;Ambos sexos;2018T1;14,99
10 Comunitat Valenciana;55 y más años;Ambos sexos;2017T4;15,62
10 Comunitat Valenciana;55 y más años;Ambos sexos;2017T3;14,95
10 Comunitat Valenciana;55 y más años;Ambos sexos;2017T2;17,45
10 Comunitat Valenciana;55 y más años;Ambos sexos;2017T1;16,98
10 Comunitat Valenciana;55 y más años;Ambos sexos;2016T4;17,64
10 Comunitat Valenciana;55 y más años;Ambos sexos;2016T3;18,00
10 Comunitat Valenciana;55 y más años;Ambos sexos;2016T2;18,21
10 Comunitat Valenciana;55 y más años;Ambos sexos;2016T1;19,23
10 Comunitat Valenciana;55 y más años;Ambos sexos;2015T4;20,33
10 Comunitat Valenciana;55 y más años;Ambos sexos;2015T3;21,86
10 Comunitat Valenciana;55 y más años;Ambos sexos;2015T2;20,58
10 Comunitat Valenciana;55 y más años;Ambos sexos;2015T1;18,30
10 Comunitat Valenciana;55 y más años;Ambos sexos;2014T4;19,24
10 Comunitat Valenciana;55 y más años;Ambos sexos;2014T3;20,53
10 Comunitat Valenciana;55 y más años;Ambos sexos;2014T2;20,27
10 Comunitat Valenciana;55 y más años;Ambos sexos;2014T1;21,03
10 Comunitat Valenciana;55 y más años;Ambos sexos;2013T4;20,12
10 Comunitat Valenciana;55 y más años;Ambos sexos;2013T3;19,58
10 Comunitat Valenciana;55 y más años;Ambos sexos;2013T2;22,17
10 Comunitat Valenciana;55 y más años;Ambos sexos;2013T1;21,52
10 Comunitat Valenciana;55 y más años;Ambos sexos;2012T4;21,76
10 Comunitat Valenciana;55 y más años;Ambos sexos;2012T3;19,66
10 Comunitat Valenciana;55 y más años;Ambos sexos;2012T2;19,02
10 Comunitat Valenciana;55 y más años;Ambos sexos;2012T1;17,08
10 Comunitat Valenciana;55 y más años;Ambos sexos;2011T4;15,88
10 Comunitat Valenciana;55 y más años;Ambos sexos;2011T3;14,35
10 Comunitat Valenciana;55 y más años;Ambos sexos;2011T2;14,84
10 Comunitat Valenciana;55 y más años;Ambos sexos;2011T1;15,18
10 Comunitat Valenciana;55 y más años;Ambos sexos;2010T4;17,37
10 Comunitat Valenciana;55 y más años;Ambos sexos;2010T3;17,89
10 Comunitat Valenciana;55 y más años;Ambos sexos;2010T2;18,18
10 Comunitat Valenciana;55 y más años;Ambos sexos;2010T1;16,82
11 Extremadura;Menores de 25 años;Ambos sexos;2020T3;47,32
11 Extremadura;Menores de 25 años;Ambos sexos;2020T2;49,79
11 Extremadura;Menores de 25 años;Ambos sexos;2020T1;43,81
11 Extremadura;Menores de 25 años;Ambos sexos;2019T4;46,31
11 Extremadura;Menores de 25 años;Ambos sexos;2019T3;40,43
11 Extremadura;Menores de 25 años;Ambos sexos;2019T2;45,35
11 Extremadura;Menores de 25 años;Ambos sexos;2019T1;47,01
11 Extremadura;Menores de 25 años;Ambos sexos;2018T4;50,37
11 Extremadura;Menores de 25 años;Ambos sexos;2018T3;40,75
11 Extremadura;Menores de 25 años;Ambos sexos;2018T2;45,64
11 Extremadura;Menores de 25 años;Ambos sexos;2018T1;49,69
11 Extremadura;Menores de 25 años;Ambos sexos;2017T4;51,03
11 Extremadura;Menores de 25 años;Ambos sexos;2017T3;41,54
11 Extremadura;Menores de 25 años;Ambos sexos;2017T2;52,90
11 Extremadura;Menores de 25 años;Ambos sexos;2017T1;49,09
11 Extremadura;Menores de 25 años;Ambos sexos;2016T4;51,99
11 Extremadura;Menores de 25 años;Ambos sexos;2016T3;49,06
11 Extremadura;Menores de 25 años;Ambos sexos;2016T2;51,82
11 Extremadura;Menores de 25 años;Ambos sexos;2016T1;48,54
11 Extremadura;Menores de 25 años;Ambos sexos;2015T4;54,49
11 Extremadura;Menores de 25 años;Ambos sexos;2015T3;59,45
11 Extremadura;Menores de 25 años;Ambos sexos;2015T2;53,24
11 Extremadura;Menores de 25 años;Ambos sexos;2015T1;53,95
11 Extremadura;Menores de 25 años;Ambos sexos;2014T4;56,63
11 Extremadura;Menores de 25 años;Ambos sexos;2014T3;53,64
11 Extremadura;Menores de 25 años;Ambos sexos;2014T2;57,14
11 Extremadura;Menores de 25 años;Ambos sexos;2014T1;54,21
11 Extremadura;Menores de 25 años;Ambos sexos;2013T4;55,50
11 Extremadura;Menores de 25 años;Ambos sexos;2013T3;60,74
11 Extremadura;Menores de 25 años;Ambos sexos;2013T2;63,12
11 Extremadura;Menores de 25 años;Ambos sexos;2013T1;65,72
11 Extremadura;Menores de 25 años;Ambos sexos;2012T4;61,07
11 Extremadura;Menores de 25 años;Ambos sexos;2012T3;60,97
11 Extremadura;Menores de 25 años;Ambos sexos;2012T2;66,67
11 Extremadura;Menores de 25 años;Ambos sexos;2012T1;59,32
11 Extremadura;Menores de 25 años;Ambos sexos;2011T4;53,61
11 Extremadura;Menores de 25 años;Ambos sexos;2011T3;48,66
11 Extremadura;Menores de 25 años;Ambos sexos;2011T2;51,32
11 Extremadura;Menores de 25 años;Ambos sexos;2011T1;50,37
11 Extremadura;Menores de 25 años;Ambos sexos;2010T4;49,10
11 Extremadura;Menores de 25 años;Ambos sexos;2010T3;47,35
11 Extremadura;Menores de 25 años;Ambos sexos;2010T2;44,17
11 Extremadura;Menores de 25 años;Ambos sexos;2010T1;42,33
11 Extremadura;25 y más años;Ambos sexos;2020T3;18,78
11 Extremadura;25 y más años;Ambos sexos;2020T2;19,48
11 Extremadura;25 y más años;Ambos sexos;2020T1;22,13
11 Extremadura;25 y más años;Ambos sexos;2019T4;21,82
11 Extremadura;25 y más años;Ambos sexos;2019T3;17,99
11 Extremadura;25 y más años;Ambos sexos;2019T2;18,70
11 Extremadura;25 y más años;Ambos sexos;2019T1;20,82
11 Extremadura;25 y más años;Ambos sexos;2018T4;21,16
11 Extremadura;25 y más años;Ambos sexos;2018T3;20,31
11 Extremadura;25 y más años;Ambos sexos;2018T2;22,33
11 Extremadura;25 y más años;Ambos sexos;2018T1;24,21
11 Extremadura;25 y más años;Ambos sexos;2017T4;23,23
11 Extremadura;25 y más años;Ambos sexos;2017T3;23,44
11 Extremadura;25 y más años;Ambos sexos;2017T2;23,72
11 Extremadura;25 y más años;Ambos sexos;2017T1;27,65
11 Extremadura;25 y más años;Ambos sexos;2016T4;26,37
11 Extremadura;25 y más años;Ambos sexos;2016T3;23,47
11 Extremadura;25 y más años;Ambos sexos;2016T2;25,04
11 Extremadura;25 y más años;Ambos sexos;2016T1;27,57
11 Extremadura;25 y más años;Ambos sexos;2015T4;25,84
11 Extremadura;25 y más años;Ambos sexos;2015T3;25,75
11 Extremadura;25 y más años;Ambos sexos;2015T2;27,54
11 Extremadura;25 y más años;Ambos sexos;2015T1;28,35
11 Extremadura;25 y más años;Ambos sexos;2014T4;27,63
11 Extremadura;25 y más años;Ambos sexos;2014T3;25,16
11 Extremadura;25 y más años;Ambos sexos;2014T2;26,94
11 Extremadura;25 y más años;Ambos sexos;2014T1;30,32
11 Extremadura;25 y más años;Ambos sexos;2013T4;30,25
11 Extremadura;25 y más años;Ambos sexos;2013T3;30,47
11 Extremadura;25 y más años;Ambos sexos;2013T2;31,17
11 Extremadura;25 y más años;Ambos sexos;2013T1;32,35
11 Extremadura;25 y más años;Ambos sexos;2012T4;31,01
11 Extremadura;25 y más años;Ambos sexos;2012T3;29,39
11 Extremadura;25 y más años;Ambos sexos;2012T2;30,04
11 Extremadura;25 y más años;Ambos sexos;2012T1;29,06
11 Extremadura;25 y más años;Ambos sexos;2011T4;25,59
11 Extremadura;25 y más años;Ambos sexos;2011T3;20,84
11 Extremadura;25 y más años;Ambos sexos;2011T2;20,07
11 Extremadura;25 y más años;Ambos sexos;2011T1;22,33
11 Extremadura;25 y más años;Ambos sexos;2010T4;21,01
11 Extremadura;25 y más años;Ambos sexos;2010T3;19,22
11 Extremadura;25 y más años;Ambos sexos;2010T2;19,63
11 Extremadura;25 y más años;Ambos sexos;2010T1;21,01
11 Extremadura;De 16 a 19 años;Ambos sexos;2020T3;70,28
11 Extremadura;De 16 a 19 años;Ambos sexos;2020T2;74,47
11 Extremadura;De 16 a 19 años;Ambos sexos;2020T1;76,96
11 Extremadura;De 16 a 19 años;Ambos sexos;2019T4;73,13
11 Extremadura;De 16 a 19 años;Ambos sexos;2019T3;57,78
11 Extremadura;De 16 a 19 años;Ambos sexos;2019T2;62,93
11 Extremadura;De 16 a 19 años;Ambos sexos;2019T1;56,32
11 Extremadura;De 16 a 19 años;Ambos sexos;2018T4;60,38
11 Extremadura;De 16 a 19 años;Ambos sexos;2018T3;55,32
11 Extremadura;De 16 a 19 años;Ambos sexos;2018T2;56,60
11 Extremadura;De 16 a 19 años;Ambos sexos;2018T1;42,81
11 Extremadura;De 16 a 19 años;Ambos sexos;2017T4;58,42
11 Extremadura;De 16 a 19 años;Ambos sexos;2017T3;58,55
11 Extremadura;De 16 a 19 años;Ambos sexos;2017T2;67,97
11 Extremadura;De 16 a 19 años;Ambos sexos;2017T1;57,29
11 Extremadura;De 16 a 19 años;Ambos sexos;2016T4;56,72
11 Extremadura;De 16 a 19 años;Ambos sexos;2016T3;41,61
11 Extremadura;De 16 a 19 años;Ambos sexos;2016T2;66,17
11 Extremadura;De 16 a 19 años;Ambos sexos;2016T1;67,46
11 Extremadura;De 16 a 19 años;Ambos sexos;2015T4;85,99
11 Extremadura;De 16 a 19 años;Ambos sexos;2015T3;82,57
11 Extremadura;De 16 a 19 años;Ambos sexos;2015T2;74,76
11 Extremadura;De 16 a 19 años;Ambos sexos;2015T1;73,50
11 Extremadura;De 16 a 19 años;Ambos sexos;2014T4;76,05
11 Extremadura;De 16 a 19 años;Ambos sexos;2014T3;65,21
11 Extremadura;De 16 a 19 años;Ambos sexos;2014T2;77,45
11 Extremadura;De 16 a 19 años;Ambos sexos;2014T1;85,82
11 Extremadura;De 16 a 19 años;Ambos sexos;2013T4;79,80
11 Extremadura;De 16 a 19 años;Ambos sexos;2013T3;73,31
11 Extremadura;De 16 a 19 años;Ambos sexos;2013T2;71,74
11 Extremadura;De 16 a 19 años;Ambos sexos;2013T1;69,41
11 Extremadura;De 16 a 19 años;Ambos sexos;2012T4;65,63
11 Extremadura;De 16 a 19 años;Ambos sexos;2012T3;77,96
11 Extremadura;De 16 a 19 años;Ambos sexos;2012T2;72,03
11 Extremadura;De 16 a 19 años;Ambos sexos;2012T1;78,76
11 Extremadura;De 16 a 19 años;Ambos sexos;2011T4;64,23
11 Extremadura;De 16 a 19 años;Ambos sexos;2011T3;58,19
11 Extremadura;De 16 a 19 años;Ambos sexos;2011T2;65,35
11 Extremadura;De 16 a 19 años;Ambos sexos;2011T1;70,52
11 Extremadura;De 16 a 19 años;Ambos sexos;2010T4;56,13
11 Extremadura;De 16 a 19 años;Ambos sexos;2010T3;64,85
11 Extremadura;De 16 a 19 años;Ambos sexos;2010T2;53,33
11 Extremadura;De 16 a 19 años;Ambos sexos;2010T1;59,04
11 Extremadura;De 20 a 24 años;Ambos sexos;2020T3;41,96
11 Extremadura;De 20 a 24 años;Ambos sexos;2020T2;44,64
11 Extremadura;De 20 a 24 años;Ambos sexos;2020T1;37,88
11 Extremadura;De 20 a 24 años;Ambos sexos;2019T4;40,93
11 Extremadura;De 20 a 24 años;Ambos sexos;2019T3;37,16
11 Extremadura;De 20 a 24 años;Ambos sexos;2019T2;41,90
11 Extremadura;De 20 a 24 años;Ambos sexos;2019T1;45,30
11 Extremadura;De 20 a 24 años;Ambos sexos;2018T4;48,22
11 Extremadura;De 20 a 24 años;Ambos sexos;2018T3;37,66
11 Extremadura;De 20 a 24 años;Ambos sexos;2018T2;42,89
11 Extremadura;De 20 a 24 años;Ambos sexos;2018T1;50,76
11 Extremadura;De 20 a 24 años;Ambos sexos;2017T4;49,55
11 Extremadura;De 20 a 24 años;Ambos sexos;2017T3;38,54
11 Extremadura;De 20 a 24 años;Ambos sexos;2017T2;50,10
11 Extremadura;De 20 a 24 años;Ambos sexos;2017T1;47,86
11 Extremadura;De 20 a 24 años;Ambos sexos;2016T4;51,12
11 Extremadura;De 20 a 24 años;Ambos sexos;2016T3;50,57
11 Extremadura;De 20 a 24 años;Ambos sexos;2016T2;49,19
11 Extremadura;De 20 a 24 años;Ambos sexos;2016T1;45,22
11 Extremadura;De 20 a 24 años;Ambos sexos;2015T4;49,84
11 Extremadura;De 20 a 24 años;Ambos sexos;2015T3;54,20
11 Extremadura;De 20 a 24 años;Ambos sexos;2015T2;47,86
11 Extremadura;De 20 a 24 años;Ambos sexos;2015T1;50,49
11 Extremadura;De 20 a 24 años;Ambos sexos;2014T4;52,94
11 Extremadura;De 20 a 24 años;Ambos sexos;2014T3;51,09
11 Extremadura;De 20 a 24 años;Ambos sexos;2014T2;53,57
11 Extremadura;De 20 a 24 años;Ambos sexos;2014T1;49,19
11 Extremadura;De 20 a 24 años;Ambos sexos;2013T4;50,99
11 Extremadura;De 20 a 24 años;Ambos sexos;2013T3;58,15
11 Extremadura;De 20 a 24 años;Ambos sexos;2013T2;61,41
11 Extremadura;De 20 a 24 años;Ambos sexos;2013T1;64,84
11 Extremadura;De 20 a 24 años;Ambos sexos;2012T4;60,19
11 Extremadura;De 20 a 24 años;Ambos sexos;2012T3;57,22
11 Extremadura;De 20 a 24 años;Ambos sexos;2012T2;65,60
11 Extremadura;De 20 a 24 años;Ambos sexos;2012T1;54,81
11 Extremadura;De 20 a 24 años;Ambos sexos;2011T4;51,43
11 Extremadura;De 20 a 24 años;Ambos sexos;2011T3;46,38
11 Extremadura;De 20 a 24 años;Ambos sexos;2011T2;47,46
11 Extremadura;De 20 a 24 años;Ambos sexos;2011T1;45,82
11 Extremadura;De 20 a 24 años;Ambos sexos;2010T4;47,68
11 Extremadura;De 20 a 24 años;Ambos sexos;2010T3;42,86
11 Extremadura;De 20 a 24 años;Ambos sexos;2010T2;41,65
11 Extremadura;De 20 a 24 años;Ambos sexos;2010T1;38,01
11 Extremadura;De 25 a 54 años;Ambos sexos;2020T3;19,16
11 Extremadura;De 25 a 54 años;Ambos sexos;2020T2;20,24
11 Extremadura;De 25 a 54 años;Ambos sexos;2020T1;23,66
11 Extremadura;De 25 a 54 años;Ambos sexos;2019T4;22,84
11 Extremadura;De 25 a 54 años;Ambos sexos;2019T3;18,40
11 Extremadura;De 25 a 54 años;Ambos sexos;2019T2;19,00
11 Extremadura;De 25 a 54 años;Ambos sexos;2019T1;21,95
11 Extremadura;De 25 a 54 años;Ambos sexos;2018T4;22,10
11 Extremadura;De 25 a 54 años;Ambos sexos;2018T3;21,12
11 Extremadura;De 25 a 54 años;Ambos sexos;2018T2;22,35
11 Extremadura;De 25 a 54 años;Ambos sexos;2018T1;24,35
11 Extremadura;De 25 a 54 años;Ambos sexos;2017T4;23,30
11 Extremadura;De 25 a 54 años;Ambos sexos;2017T3;23,53
11 Extremadura;De 25 a 54 años;Ambos sexos;2017T2;23,91
11 Extremadura;De 25 a 54 años;Ambos sexos;2017T1;28,12
11 Extremadura;De 25 a 54 años;Ambos sexos;2016T4;26,32
11 Extremadura;De 25 a 54 años;Ambos sexos;2016T3;23,79
11 Extremadura;De 25 a 54 años;Ambos sexos;2016T2;25,57
11 Extremadura;De 25 a 54 años;Ambos sexos;2016T1;27,84
11 Extremadura;De 25 a 54 años;Ambos sexos;2015T4;25,83
11 Extremadura;De 25 a 54 años;Ambos sexos;2015T3;26,32
11 Extremadura;De 25 a 54 años;Ambos sexos;2015T2;28,40
11 Extremadura;De 25 a 54 años;Ambos sexos;2015T1;29,34
11 Extremadura;De 25 a 54 años;Ambos sexos;2014T4;28,76
11 Extremadura;De 25 a 54 años;Ambos sexos;2014T3;25,93
11 Extremadura;De 25 a 54 años;Ambos sexos;2014T2;27,53
11 Extremadura;De 25 a 54 años;Ambos sexos;2014T1;31,26
11 Extremadura;De 25 a 54 años;Ambos sexos;2013T4;31,10
11 Extremadura;De 25 a 54 años;Ambos sexos;2013T3;30,89
11 Extremadura;De 25 a 54 años;Ambos sexos;2013T2;31,33
11 Extremadura;De 25 a 54 años;Ambos sexos;2013T1;32,60
11 Extremadura;De 25 a 54 años;Ambos sexos;2012T4;31,19
11 Extremadura;De 25 a 54 años;Ambos sexos;2012T3;29,34
11 Extremadura;De 25 a 54 años;Ambos sexos;2012T2;30,52
11 Extremadura;De 25 a 54 años;Ambos sexos;2012T1;29,42
11 Extremadura;De 25 a 54 años;Ambos sexos;2011T4;25,72
11 Extremadura;De 25 a 54 años;Ambos sexos;2011T3;21,62
11 Extremadura;De 25 a 54 años;Ambos sexos;2011T2;20,50
11 Extremadura;De 25 a 54 años;Ambos sexos;2011T1;22,96
11 Extremadura;De 25 a 54 años;Ambos sexos;2010T4;21,70
11 Extremadura;De 25 a 54 años;Ambos sexos;2010T3;19,88
11 Extremadura;De 25 a 54 años;Ambos sexos;2010T2;20,12
11 Extremadura;De 25 a 54 años;Ambos sexos;2010T1;21,22
11 Extremadura;55 y más años;Ambos sexos;2020T3;17,39
11 Extremadura;55 y más años;Ambos sexos;2020T2;16,65
11 Extremadura;55 y más años;Ambos sexos;2020T1;16,14
11 Extremadura;55 y más años;Ambos sexos;2019T4;17,82
11 Extremadura;55 y más años;Ambos sexos;2019T3;16,40
11 Extremadura;55 y más años;Ambos sexos;2019T2;17,52
11 Extremadura;55 y más años;Ambos sexos;2019T1;16,16
11 Extremadura;55 y más años;Ambos sexos;2018T4;17,27
11 Extremadura;55 y más años;Ambos sexos;2018T3;16,78
11 Extremadura;55 y más años;Ambos sexos;2018T2;22,24
11 Extremadura;55 y más años;Ambos sexos;2018T1;23,61
11 Extremadura;55 y más años;Ambos sexos;2017T4;22,89
11 Extremadura;55 y más años;Ambos sexos;2017T3;23,02
11 Extremadura;55 y más años;Ambos sexos;2017T2;22,79
11 Extremadura;55 y más años;Ambos sexos;2017T1;25,20
11 Extremadura;55 y más años;Ambos sexos;2016T4;26,61
11 Extremadura;55 y más años;Ambos sexos;2016T3;21,77
11 Extremadura;55 y más años;Ambos sexos;2016T2;22,33
11 Extremadura;55 y más años;Ambos sexos;2016T1;26,26
11 Extremadura;55 y más años;Ambos sexos;2015T4;25,84
11 Extremadura;55 y más años;Ambos sexos;2015T3;22,65
11 Extremadura;55 y más años;Ambos sexos;2015T2;22,74
11 Extremadura;55 y más años;Ambos sexos;2015T1;22,89
11 Extremadura;55 y más años;Ambos sexos;2014T4;21,10
11 Extremadura;55 y más años;Ambos sexos;2014T3;20,71
11 Extremadura;55 y más años;Ambos sexos;2014T2;23,56
11 Extremadura;55 y más años;Ambos sexos;2014T1;24,18
11 Extremadura;55 y más años;Ambos sexos;2013T4;24,66
11 Extremadura;55 y más años;Ambos sexos;2013T3;27,77
11 Extremadura;55 y más años;Ambos sexos;2013T2;30,15
11 Extremadura;55 y más años;Ambos sexos;2013T1;30,68
11 Extremadura;55 y más años;Ambos sexos;2012T4;29,84
11 Extremadura;55 y más años;Ambos sexos;2012T3;29,75
11 Extremadura;55 y más años;Ambos sexos;2012T2;26,74
11 Extremadura;55 y más años;Ambos sexos;2012T1;26,43
11 Extremadura;55 y más años;Ambos sexos;2011T4;24,69
11 Extremadura;55 y más años;Ambos sexos;2011T3;15,53
11 Extremadura;55 y más años;Ambos sexos;2011T2;17,17
11 Extremadura;55 y más años;Ambos sexos;2011T1;18,03
11 Extremadura;55 y más años;Ambos sexos;2010T4;16,21
11 Extremadura;55 y más años;Ambos sexos;2010T3;14,24
11 Extremadura;55 y más años;Ambos sexos;2010T2;16,17
11 Extremadura;55 y más años;Ambos sexos;2010T1;19,55
12 Galicia;Menores de 25 años;Ambos sexos;2020T3;36,63
12 Galicia;Menores de 25 años;Ambos sexos;2020T2;34,29
12 Galicia;Menores de 25 años;Ambos sexos;2020T1;28,09
12 Galicia;Menores de 25 años;Ambos sexos;2019T4;27,42
12 Galicia;Menores de 25 años;Ambos sexos;2019T3;26,24
12 Galicia;Menores de 25 años;Ambos sexos;2019T2;26,84
12 Galicia;Menores de 25 años;Ambos sexos;2019T1;31,47
12 Galicia;Menores de 25 años;Ambos sexos;2018T4;29,70
12 Galicia;Menores de 25 años;Ambos sexos;2018T3;30,49
12 Galicia;Menores de 25 años;Ambos sexos;2018T2;33,28
12 Galicia;Menores de 25 años;Ambos sexos;2018T1;36,56
12 Galicia;Menores de 25 años;Ambos sexos;2017T4;35,06
12 Galicia;Menores de 25 años;Ambos sexos;2017T3;32,60
